return_id,order_id,customer_name,return_date,reason,quantity_returned,refund_amount,product_name
RET-10425,CA-2017-131954,Darrin Sayre,2025-07-03,Not as Described,2,99.78,Sandals
RET-10425,CA-2017-131954,Darrin Sayre,2025-07-03,Not as Described,2,99.78,Envelope
RET-23947,CA-2016-157280,Liz Willingham,2025-04-24,Not as Described,1,27.04,Jacket
RET-23947,CA-2016-157280,Liz Willingham,2025-04-24,Not as Described,1,27.04,Cabinet
RET-23947,CA-2016-157280,Liz Willingham,2025-04-24,Not as Described,1,27.04,Shoe Rack
RET-36071,CA-2016-134222,Nick Zandusky,2025-01-08,Wrong Item,6,40.44,OnePlus Phone
RET-79514,CA-2017-141439,Tonja Turnell,2026-05-10,Damaged,1,40.85,Side Table
RET-79514,CA-2017-141439,Tonja Turnell,2026-05-10,Damaged,1,40.85,Bluetooth Speaker
RET-79514,CA-2017-141439,Tonja Turnell,2026-05-10,Damaged,1,40.85,Printer Paper
RET-79514,CA-2017-141439,Tonja Turnell,2026-05-10,Damaged,1,40.85,Study Chair
RET-79514,CA-2017-141439,Tonja Turnell,2026-05-10,Damaged,1,40.85,TV Stand
RET-24662,CA-2017-118003,Doug O'Connell,2026-05-26,Not as Described,1,11.66,Curtain
RET-24662,CA-2017-118003,Doug O'Connell,2026-05-26,Not as Described,1,11.66,Marker
RET-24662,CA-2017-118003,Doug O'Connell,2026-05-26,Not as Described,1,11.66,Notebook
RET-41571,CA-2017-141663,Dave Poirier,2025-10-12,Defective,3,4.03,Pencil
RET-19071,CA-2014-144974,Craig Molinari,2023-03-03,Defective,1,6.53,Calculator
RET-19071,CA-2014-144974,Craig Molinari,2023-03-03,Defective,1,6.53,Mirror
RET-19071,CA-2014-144974,Craig Molinari,2023-03-03,Defective,1,6.53,Wardrobe
RET-72296,CA-2017-107727,Matt Abelman,2026-04-15,Defective,1,8.11,Marker
RET-89507,US-2017-101784,Patrick O'Brill,2025-12-14,Changed Mind,2,73.73,Study Chair
RET-62296,CA-2017-118885,James Galang,2026-06-07,Not as Described,2,185.49,Earphones
RET-62296,CA-2017-118885,James Galang,2026-06-07,Not as Described,2,185.49,Bluetooth Speaker
RET-39451,CA-2017-138156,Magdelene Morse,2025-07-28,Damaged,2,121.63,Sticky Notes
RET-40161,CA-2017-143378,Justin Ritter,2026-03-04,Defective,1,7.29,Bedsheet
RET-40161,CA-2017-143378,Justin Ritter,2026-03-04,Defective,1,7.29,Recliner Chair
RET-40161,CA-2017-143378,Justin Ritter,2026-03-04,Defective,1,7.29,Sports Shoes
RET-40161,CA-2017-143378,Justin Ritter,2026-03-04,Defective,1,7.29,Wallet
RET-92719,US-2017-112928,Barry Blumstein,2025-11-11,Damaged,1,2.85,Backpack
RET-53309,US-2014-150532,Philip Brown,2022-12-24,Damaged,1,10.97,Sneakers
RET-73624,CA-2015-168760,Muhammed MacIntyre,2024-03-12,Wrong Item,1,17.52,Jacket
RET-84847,CA-2015-127453,Jay Kimmel,2024-06-08,Defective,2,41.96,Pencil
RET-84847,CA-2015-127453,Jay Kimmel,2024-06-08,Defective,2,41.96,Asus Laptop
RET-84847,CA-2015-127453,Jay Kimmel,2024-06-08,Defective,2,41.96,Coffee Table
RET-63354,CA-2017-114055,Mick Hernandez,2026-06-12,Wrong Item,1,45.97,Asus Laptop
RET-63354,CA-2017-114055,Mick Hernandez,2026-06-12,Wrong Item,1,45.97,OnePlus Phone
RET-63354,CA-2017-114055,Mick Hernandez,2026-06-12,Wrong Item,1,45.97,Office Chair
RET-63354,CA-2017-114055,Mick Hernandez,2026-06-12,Wrong Item,1,45.97,Wardrobe
RET-56438,CA-2017-155698,Victoria Brennan,2025-08-14,Changed Mind,1,9.64,File Folder
RET-56438,CA-2017-155698,Victoria Brennan,2025-08-14,Changed Mind,1,9.64,Lunch Box
RET-17100,CA-2017-121615,Daniel Lacy,2026-04-19,Damaged,2,8.33,Shirt
RET-17100,CA-2017-121615,Daniel Lacy,2026-04-19,Damaged,2,8.33,Curtain
RET-17100,CA-2017-121615,Daniel Lacy,2026-04-19,Damaged,2,8.33,File Folder
RET-24322,CA-2016-106397,Max Jones,2024-12-11,Wrong Item,2,43.48,Earphones
RET-24322,CA-2016-106397,Max Jones,2024-12-11,Wrong Item,2,43.48,iPhone
RET-28373,CA-2016-100244,Greg Maxwell,2025-03-01,Changed Mind,2,5.33,Water Bottle
RET-28373,CA-2016-100244,Greg Maxwell,2025-03-01,Changed Mind,2,5.33,Table Lamp
RET-28373,CA-2016-100244,Greg Maxwell,2025-03-01,Changed Mind,2,5.33,Headphones
RET-28373,CA-2016-100244,Greg Maxwell,2025-03-01,Changed Mind,2,5.33,Dining Chair
RET-28373,CA-2016-100244,Greg Maxwell,2025-03-01,Changed Mind,2,5.33,Sticky Notes
RET-19880,CA-2014-144624,John Murray,2023-04-27,Changed Mind,3,1739.97,Sticky Notes
RET-22833,CA-2016-139010,Matthew Clasen,2024-08-18,Damaged,7,30.35,Sports Shoes
RET-22833,CA-2016-139010,Matthew Clasen,2024-08-18,Damaged,7,30.35,Dining Chair
RET-22833,CA-2016-139010,Matthew Clasen,2024-08-18,Damaged,7,30.35,Sneakers
RET-22833,CA-2016-139010,Matthew Clasen,2024-08-18,Damaged,7,30.35,Printer Paper
RET-40982,US-2015-156797,Philisse Overcash,2024-02-03,Wrong Item,1,68.57,Storage Container
RET-40982,US-2015-156797,Philisse Overcash,2024-02-03,Wrong Item,1,68.57,Jacket
RET-62565,CA-2016-131737,Gary Zandusky,2024-09-02,Damaged,4,696.58,Stapler
RET-62565,CA-2016-131737,Gary Zandusky,2024-09-02,Damaged,4,696.58,Jacket
RET-62565,CA-2016-131737,Gary Zandusky,2024-09-02,Damaged,4,696.58,Jeans
RET-61173,CA-2017-120222,Lauren Leatherbury,2025-10-03,Not as Described,2,10.17,T-Shirt
RET-61173,CA-2017-120222,Lauren Leatherbury,2025-10-03,Not as Described,2,10.17,Office Chair
RET-82845,CA-2016-162187,Noel Staavos,2025-06-08,Changed Mind,2,11.59,Smart Watch
RET-82845,CA-2016-162187,Noel Staavos,2025-06-08,Changed Mind,2,11.59,Dell Laptop
RET-82845,CA-2016-162187,Noel Staavos,2025-06-08,Changed Mind,2,11.59,Backpack
RET-82845,CA-2016-162187,Noel Staavos,2025-06-08,Changed Mind,2,11.59,Pencil
RET-82845,CA-2016-162187,Noel Staavos,2025-06-08,Changed Mind,2,11.59,Toaster
RET-17665,CA-2015-130974,Matt Abelman,2024-05-04,Defective,1,111.71,Stapler
RET-17665,CA-2015-130974,Matt Abelman,2024-05-04,Defective,1,111.71,Bookshelf
RET-17665,CA-2015-130974,Matt Abelman,2024-05-04,Defective,1,111.71,Envelope
RET-17665,CA-2015-130974,Matt Abelman,2024-05-04,Defective,1,111.71,Headphones
RET-17665,CA-2015-130974,Matt Abelman,2024-05-04,Defective,1,111.71,OnePlus Phone
RET-17665,CA-2015-130974,Matt Abelman,2024-05-04,Defective,1,111.71,iPhone
RET-17665,CA-2015-130974,Matt Abelman,2024-05-04,Defective,1,111.71,Mirror
RET-17492,US-2016-162026,Joel Eaton,2025-04-03,Damaged,1,29.42,Envelope
RET-79615,CA-2015-138009,Sylvia Foulston,2024-05-20,Wrong Item,4,400.0,Shirt
RET-79615,CA-2015-138009,Sylvia Foulston,2024-05-20,Wrong Item,4,400.0,Formal Shoes
RET-79615,CA-2015-138009,Sylvia Foulston,2024-05-20,Wrong Item,4,400.0,MacBook
RET-79615,CA-2015-138009,Sylvia Foulston,2024-05-20,Wrong Item,4,400.0,Electric Kettle
RET-34356,CA-2016-158302,Julia Barnett,2025-05-12,Damaged,3,8.64,Lenovo Laptop
RET-40828,CA-2017-157987,Ann Chong,2026-02-24,Changed Mind,1,4.0,iPhone
RET-40828,CA-2017-157987,Ann Chong,2026-02-24,Changed Mind,1,4.0,Shirt
RET-40828,CA-2017-157987,Ann Chong,2026-02-24,Changed Mind,1,4.0,Wallet
RET-40828,CA-2017-157987,Ann Chong,2026-02-24,Changed Mind,1,4.0,Toaster
RET-40828,CA-2017-157987,Ann Chong,2026-02-24,Changed Mind,1,4.0,Clipboard
RET-40828,CA-2017-157987,Ann Chong,2026-02-24,Changed Mind,1,4.0,Lunch Box
RET-40828,CA-2017-157987,Ann Chong,2026-02-24,Changed Mind,1,4.0,Bluetooth Speaker
RET-40828,CA-2017-157987,Ann Chong,2026-02-24,Changed Mind,1,4.0,T-Shirt
RET-40828,CA-2017-157987,Ann Chong,2026-02-24,Changed Mind,1,4.0,Office Chair
RET-87924,CA-2017-102099,Emily Phan,2026-05-24,Damaged,5,27.52,iPhone
RET-87924,CA-2017-102099,Emily Phan,2026-05-24,Damaged,5,27.52,Bluetooth Speaker
RET-86503,CA-2017-133823,Liz Pelletier,2025-11-02,Defective,1,5.52,Calculator
RET-86503,CA-2017-133823,Liz Pelletier,2025-11-02,Defective,1,5.52,Sports Shoes
RET-86503,CA-2017-133823,Liz Pelletier,2025-11-02,Defective,1,5.52,Table Lamp
RET-36772,US-2016-142251,Frank Olsen,2025-04-19,Not as Described,3,15.82,Smart Watch
RET-98039,US-2017-129441,Jasper Cacioppo,2026-02-17,Not as Described,2,28.1,Storage Container
RET-19508,CA-2014-164315,Rob Dowd,2022-09-19,Damaged,3,91.62,Study Table
RET-19508,CA-2014-164315,Rob Dowd,2022-09-19,Damaged,3,91.62,Belt
RET-19508,CA-2014-164315,Rob Dowd,2022-09-19,Damaged,3,91.62,Dinner Set
RET-37938,CA-2017-137421,Ashley Jarboe,2026-03-23,Defective,1,3.81,Register
RET-19016,CA-2017-112172,Muhammed MacIntyre,2025-11-21,Wrong Item,1,4.65,Wallet
RET-81200,CA-2017-157252,Cynthia Voltz,2025-07-04,Not as Described,2,115.22,Envelope
RET-97538,CA-2017-114055,Mick Hernandez,2026-06-16,Defective,6,569.83,Asus Laptop
RET-97538,CA-2017-114055,Mick Hernandez,2026-06-16,Defective,6,569.83,OnePlus Phone
RET-97538,CA-2017-114055,Mick Hernandez,2026-06-16,Defective,6,569.83,Office Chair
RET-97538,CA-2017-114055,Mick Hernandez,2026-06-16,Defective,6,569.83,Wardrobe
RET-27601,US-2014-112914,Michelle Tran,2023-03-09,Not as Described,1,148.43,Lunch Box
RET-27601,US-2014-112914,Michelle Tran,2023-03-09,Not as Described,1,148.43,Pillow
RET-27601,US-2014-112914,Michelle Tran,2023-03-09,Not as Described,1,148.43,Stapler
RET-27601,US-2014-112914,Michelle Tran,2023-03-09,Not as Described,1,148.43,Mirror
RET-30374,CA-2015-137974,Lauren Leatherbury,2023-09-22,Not as Described,2,110.29,Redmi Phone
RET-30374,CA-2015-137974,Lauren Leatherbury,2023-09-22,Not as Described,2,110.29,Bedsheet
RET-30374,CA-2015-137974,Lauren Leatherbury,2023-09-22,Not as Described,2,110.29,Recliner Chair
RET-30374,CA-2015-137974,Lauren Leatherbury,2023-09-22,Not as Described,2,110.29,Wall Clock
RET-54942,CA-2015-101868,Max Jones,2023-11-21,Wrong Item,5,61.14,Lenovo Laptop
RET-54942,CA-2015-101868,Max Jones,2023-11-21,Wrong Item,5,61.14,Bedsheet
RET-54942,CA-2015-101868,Max Jones,2023-11-21,Wrong Item,5,61.14,Formal Shoes
RET-76244,CA-2016-167759,Craig Carreira,2024-08-27,Changed Mind,3,130.88,Coffee Table
RET-65518,CA-2015-119592,Muhammed MacIntyre,2024-05-25,Not as Described,1,1.54,Side Table
RET-27146,CA-2015-149342,Theresa Swint,2023-09-24,Not as Described,1,86.0,Pen
RET-27146,CA-2015-149342,Theresa Swint,2023-09-24,Not as Described,1,86.0,Rice Cooker
RET-27146,CA-2015-149342,Theresa Swint,2023-09-24,Not as Described,1,86.0,Clipboard
RET-66057,CA-2017-148446,Michael Chen,2026-05-18,Defective,4,1519.9,HP Laptop
RET-29536,CA-2017-142867,Philisse Overcash,2025-08-20,Defective,1,1.87,Shirt
RET-29536,CA-2017-142867,Philisse Overcash,2025-08-20,Defective,1,1.87,Notebook
RET-29410,US-2016-115819,Jas O'Carroll,2024-09-23,Changed Mind,3,15.62,Sandals
RET-29410,US-2016-115819,Jas O'Carroll,2024-09-23,Changed Mind,3,15.62,OnePlus Phone
RET-29410,US-2016-115819,Jas O'Carroll,2024-09-23,Changed Mind,3,15.62,TV Stand
RET-29410,US-2016-115819,Jas O'Carroll,2024-09-23,Changed Mind,3,15.62,Notebook
RET-29410,US-2016-115819,Jas O'Carroll,2024-09-23,Changed Mind,3,15.62,Headphones
RET-29410,US-2016-115819,Jas O'Carroll,2024-09-23,Changed Mind,3,15.62,Sneakers
RET-15229,CA-2016-107146,Lena Creighton,2024-11-24,Not as Described,1,104.07,Dress
RET-15229,CA-2016-107146,Lena Creighton,2024-11-24,Not as Described,1,104.07,Samsung Galaxy Phone
RET-56357,CA-2017-130771,Laura Armstrong,2026-01-07,Defective,1,116.48,Office Chair
RET-56357,CA-2017-130771,Laura Armstrong,2026-01-07,Defective,1,116.48,Mixer Grinder
RET-30257,US-2017-162670,Monica Federle,2026-06-22,Wrong Item,4,366.03,Sandals
RET-30257,US-2017-162670,Monica Federle,2026-06-22,Wrong Item,4,366.03,Storage Container
RET-30257,US-2017-162670,Monica Federle,2026-06-22,Wrong Item,4,366.03,Asus Laptop
RET-30257,US-2017-162670,Monica Federle,2026-06-22,Wrong Item,4,366.03,Printer Paper
RET-30257,US-2017-162670,Monica Federle,2026-06-22,Wrong Item,4,366.03,Bluetooth Speaker
RET-33206,CA-2016-100587,Sara Luxemburg,2025-06-09,Changed Mind,1,6.45,Water Bottle
RET-53540,CA-2017-130351,Rob Beeghly,2026-05-08,Changed Mind,1,19.4,Study Chair
RET-53540,CA-2017-130351,Rob Beeghly,2026-05-08,Changed Mind,1,19.4,Dinner Set
RET-53540,CA-2017-130351,Rob Beeghly,2026-05-08,Changed Mind,1,19.4,Pen
RET-24168,CA-2015-150770,Lena Cacioppo,2023-10-31,Changed Mind,1,21.15,Bedsheet
RET-24168,CA-2015-150770,Lena Cacioppo,2023-10-31,Changed Mind,1,21.15,Notebook
RET-24168,CA-2015-150770,Lena Cacioppo,2023-10-31,Changed Mind,1,21.15,Formal Shoes
RET-39154,CA-2017-157273,Sam Zeldin,2025-07-30,Wrong Item,1,146.92,Stapler
RET-39831,CA-2015-126557,Rob Lucas,2024-01-10,Wrong Item,4,573.43,Sports Shoes
RET-39831,CA-2015-126557,Rob Lucas,2024-01-10,Wrong Item,4,573.43,Mirror
RET-39831,CA-2015-126557,Rob Lucas,2024-01-10,Wrong Item,4,573.43,Clipboard
RET-39831,CA-2015-126557,Rob Lucas,2024-01-10,Wrong Item,4,573.43,Envelope
RET-39831,CA-2015-126557,Rob Lucas,2024-01-10,Wrong Item,4,573.43,Smart Watch
RET-39831,CA-2015-126557,Rob Lucas,2024-01-10,Wrong Item,4,573.43,Highlighter
RET-39831,CA-2015-126557,Rob Lucas,2024-01-10,Wrong Item,4,573.43,Wardrobe
RET-53025,US-2017-139969,Art Ferguson,2026-04-22,Not as Described,3,195.45,Recliner Chair
RET-46585,CA-2014-100678,Kunst Miller,2022-10-18,Not as Described,1,75.49,Bookshelf
RET-46585,CA-2014-100678,Kunst Miller,2022-10-18,Not as Described,1,75.49,Bluetooth Speaker
RET-46585,CA-2014-100678,Kunst Miller,2022-10-18,Not as Described,1,75.49,Shirt
RET-46585,CA-2014-100678,Kunst Miller,2022-10-18,Not as Described,1,75.49,Redmi Phone
RET-80282,US-2014-133130,Thea Hendricks,2023-03-22,Not as Described,5,531.41,Envelope
RET-80282,US-2014-133130,Thea Hendricks,2023-03-22,Not as Described,5,531.41,Mixer Grinder
RET-44237,CA-2014-136567,Penelope Sewall,2023-05-23,Wrong Item,1,312.75,Register
RET-44237,CA-2014-136567,Penelope Sewall,2023-05-23,Wrong Item,1,312.75,Backpack
RET-44237,CA-2014-136567,Penelope Sewall,2023-05-23,Wrong Item,1,312.75,Cabinet
RET-44237,CA-2014-136567,Penelope Sewall,2023-05-23,Wrong Item,1,312.75,Wardrobe
RET-88193,CA-2016-158435,Arthur Gainer,2024-11-07,Changed Mind,3,22.56,Table Lamp
RET-88193,CA-2016-158435,Arthur Gainer,2024-11-07,Changed Mind,3,22.56,File Folder
RET-88193,CA-2016-158435,Arthur Gainer,2024-11-07,Changed Mind,3,22.56,Side Table
RET-77033,CA-2015-125934,Skye Norling,2024-02-25,Damaged,3,73.89,Study Table
RET-77033,CA-2015-125934,Skye Norling,2024-02-25,Damaged,3,73.89,Toaster
RET-77033,CA-2015-125934,Skye Norling,2024-02-25,Damaged,3,73.89,iPhone
RET-77033,CA-2015-125934,Skye Norling,2024-02-25,Damaged,3,73.89,Curtain
RET-77033,CA-2015-125934,Skye Norling,2024-02-25,Damaged,3,73.89,MacBook
RET-15817,CA-2017-126046,Julie Creighton,2026-04-18,Changed Mind,3,10.38,Pillow
RET-19171,CA-2017-140802,Katherine Nockton,2025-09-24,Not as Described,2,9.05,Samsung Galaxy Phone
RET-19171,CA-2017-140802,Katherine Nockton,2025-09-24,Not as Described,2,9.05,Stapler
RET-26334,CA-2017-165029,Adam Hart,2026-05-18,Not as Described,2,7.98,Side Table
RET-52753,CA-2017-163139,Craig Carreira,2026-05-20,Changed Mind,2,137.86,OnePlus Phone
RET-52753,CA-2017-163139,Craig Carreira,2026-05-20,Changed Mind,2,137.86,Bookshelf
RET-52753,CA-2017-163139,Craig Carreira,2026-05-20,Changed Mind,2,137.86,Office Chair
RET-35144,CA-2015-127327,Pauline Webber,2023-07-28,Changed Mind,1,82.78,Handbag
RET-32810,CA-2014-127131,Harold Ryan,2023-05-18,Defective,2,184.83,Jeans
RET-32810,CA-2014-127131,Harold Ryan,2023-05-18,Defective,2,184.83,Calculator
RET-32810,CA-2014-127131,Harold Ryan,2023-05-18,Defective,2,184.83,Pillow
RET-32810,CA-2014-127131,Harold Ryan,2023-05-18,Defective,2,184.83,TV Stand
RET-10053,US-2016-114013,Stewart Carmichael,2024-09-03,Not as Described,2,263.84,Highlighter
RET-10053,US-2016-114013,Stewart Carmichael,2024-09-03,Not as Described,2,263.84,T-Shirt
RET-10053,US-2016-114013,Stewart Carmichael,2024-09-03,Not as Described,2,263.84,Water Bottle
RET-10053,US-2016-114013,Stewart Carmichael,2024-09-03,Not as Described,2,263.84,Redmi Phone
RET-10053,US-2016-114013,Stewart Carmichael,2024-09-03,Not as Described,2,263.84,Handbag
RET-10053,US-2016-114013,Stewart Carmichael,2024-09-03,Not as Described,2,263.84,Calculator
RET-10053,US-2016-114013,Stewart Carmichael,2024-09-03,Not as Described,2,263.84,File Folder
RET-10053,US-2016-114013,Stewart Carmichael,2024-09-03,Not as Described,2,263.84,Sandals
RET-86019,US-2014-159618,Darren Budd,2023-04-24,Defective,1,60.24,Wall Clock
